""	"X"	"PERSON_ID"	"FIRST_NAME"	"LAST_NAME"	"DISPLAY_FIRST_LAST"	"DISPLAY_LAST_COMMA_FIRST"	"DISPLAY_FI_LAST"	"BIRTHDATE"	"SCHOOL"	"COUNTRY"	"LAST_AFFILIATION"	"HEIGHT"	"WEIGHT"	"SEASON_EXP"	"JERSEY"	"POSITION"	"ROSTERSTATUS"	"TEAM_ID"	"TEAM_NAME"	"TEAM_ABBREVIATION"	"TEAM_CODE"	"TEAM_CITY"	"PLAYERCODE"	"FROM_YEAR"	"TO_YEAR"	"DLEAGUE_FLAG"
"5200"	0	203737	"Jahaziel"	"Howard"	"Jahaziel Howard"	"Howard, Jahaziel"	"J. Howard"	"1900-01-01T00:00:00"	"College"	""	"College"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"jahaziel_howard"	NA	NA	"N"
"5201"	0	203738	"Dario"	"Hunt"	"Dario Hunt"	"Hunt, Dario"	"D. Hunt"	"1989-05-02T00:00:00"	"Nevada"	""	"Nevada"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"dario_hunt"	NA	NA	"Y"
"5202"	0	203739	"Bryan"	"Davis"	"Bryan Davis"	"Davis, Bryan"	"B. Davis"	"1986-12-31T00:00:00"	"Texas A&M"	""	"Texas A&M"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"bryan_davis"	NA	NA	"Y"
"5203"	0	203741	"Dwayne"	"Lathan"	"Dwayne Lathan"	"Lathan, Dwayne"	"D. Lathan"	"1989-01-20T00:00:00"	"Indiana State"	""	"Indiana State"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"dwayne_lathan"	NA	NA	"Y"
"5204"	0	203742	"Chris"	"Telesford"	"Chris Telesford"	"Telesford, Chris"	"C. Telesford"	"1988-04-07T00:00:00"	"Columbus State"	""	"Columbus State"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"chris_telesford"	NA	NA	"N"
"5205"	0	203743	"Brandon"	"Moore"	"Brandon Moore"	"Moore, Brandon"	"B. Moore"	"1989-06-19T00:00:00"	"Southern U."	""	"Southern U."	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"brandon_moore"	NA	NA	"N"
"5206"	0	203744	"Kevin"	"Parrom"	"Kevin Parrom"	"Parrom, Kevin"	"K. Parrom"	"1991-02-28T00:00:00"	"Arizona"	""	"Arizona"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"kevin_parrom"	NA	NA	"Y"
"5207"	0	203745	"Gary"	"Talton"	"Gary Talton"	"Talton, Gary"	"G. Talton"	"1990-03-29T00:00:00"	"Illinois-Chicago"	""	"Illinois-Chicago"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"gary_talton"	NA	NA	"Y"
"5208"	0	203746	"Mohamed"	"Fall"	"Mohamed Fall"	"Fall, Mohamed"	"M. Fall"	"1988-02-23T00:00:00"	"Montana State"	""	"Montana State"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"mohamed_fall"	NA	NA	"N"
"5209"	0	203747	"Jaquon"	"Parker"	"Jaquon Parker"	"Parker, Jaquon"	"J. Parker"	"1990-05-29T00:00:00"	"Cincinnati"	""	"Cincinnati"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"jaquon_parker"	NA	NA	"N"
"5210"	0	203748	"Ra'shad"	"James"	"Ra'shad James"	"James, Ra'shad"	"R. James"	"1990-01-26T00:00:00"	"Northwood"	""	"Northwood"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"rashad_james"	NA	NA	"Y"
"5211"	0	203750	"K.C."	"Rivers"	"K.C. Rivers"	"Rivers, K.C."	"K. Rivers"	"1987-03-01T00:00:00"	"Clemson"	""	"Clemson"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"kc_rivers"	NA	NA	"Y"
"5212"	0	203751	"Kevin"	"Foster"	"Kevin Foster"	"Foster, Kevin"	"K. Foster"	"1989-01-07T00:00:00"	"Fresno State"	""	"Fresno State"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"kevin_foster"	NA	NA	"Y"
"5213"	0	203772	"Sammy"	"Yeager"	"Sammy Yeager"	"Yeager, Sammy"	"S. Yeager"	"1989-02-04T00:00:00"	"Cal State-Fullerton"	""	"Cal State-Fullerton"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"tmp_sammy_yeager"	NA	NA	"Y"
"5214"	0	203788	"Zeke"	"Marshall"	"Zeke Marshall"	"Marshall, Zeke"	"Z. Marshall"	"1990-12-13T00:00:00"	"Akron"	""	"Akron"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"zeke_marshall"	NA	NA	"Y"
"5215"	0	203789	"Austin"	"Freeman"	"Austin Freeman"	"Freeman, Austin"	"A. Freeman"	"1989-05-06T00:00:00"	"Georgetown"	""	"Georgetown"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"austin_freeman"	NA	NA	"Y"
"5216"	0	203790	"Bennie"	"Lewis"	"Bennie Lewis"	"Lewis, Bennie"	"B. Lewis"	"1987-06-29T00:00:00"	"Benedict College"	""	"Benedict College"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"bennie_lewis"	NA	NA	"Y"
"5217"	0	203791	"Carlos"	"Emory"	"Carlos Emory"	"Emory, Carlos"	"C. Emory"	"1991-10-11T00:00:00"	"Oregon"	""	"Oregon"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"carlos_emory"	NA	NA	"Y"
"5218"	0	203793	"Larry"	"Anderson"	"Larry Anderson"	"Anderson, Larry"	"L. Anderson"	"1989-11-06T00:00:00"	"Long Beach State"	""	"Long Beach State"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"larry_anderson"	NA	NA	"Y"
"5219"	0	203796	"Sherwood"	"Brown"	"Sherwood Brown"	"Brown, Sherwood"	"S. Brown"	"1991-08-02T00:00:00"	"Florida Gulf Coast"	""	"Florida Gulf Coast"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"tmp_sherwood_brown"	NA	NA	"Y"
"5220"	0	203798	"PJ"	"Hairston"	"PJ Hairston"	"Hairston, PJ"	"P. Hairston"	"1992-12-24T00:00:00"	"North Carolina"	""	"North Carolina"	"6-6"	230	0	"19"	"Guard-Forward"	"Active"	1610612766	"Hornets"	"CHA"	"hornets"	"Charlotte"	"pj_hairston"	2014	2014	"Y"
"5221"	0	203801	"Dexter"	"Strickland"	"Dexter Strickland"	"Strickland, Dexter"	"D. Strickland"	"1990-10-01T00:00:00"	"North Carolina"	""	"North Carolina"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"tmp_dexter_strickland"	NA	NA	"Y"
"5222"	0	203802	"Tyler"	"Brown"	"Tyler Brown"	"Brown, Tyler"	"T. Brown"	"1990-03-21T00:00:00"	"Illinois State"	""	"Illinois State"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"tyler_brown"	NA	NA	"Y"
"5223"	0	203805	"Will"	"Cherry"	"Will Cherry"	"Cherry, Will"	"W. Cherry"	"1991-02-08T00:00:00"	"Montana"	""	"Montana"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"will_cherry"	2014	2014	"Y"
"5224"	0	203806	"Jamelle"	"Hagins"	"Jamelle Hagins"	"Hagins, Jamelle"	"J. Hagins"	"1990-10-19T00:00:00"	"Delaware"	""	"Delaware"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"jamelle_hagins"	NA	NA	"Y"
"5225"	0	203807	"Cleveland"	"Melvin"	"Cleveland Melvin"	"Melvin, Cleveland"	"C. Melvin"	"1991-06-25T00:00:00"	"DePaul"	""	"DePaul"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"cleveland_melvin"	NA	NA	"Y"
"5226"	0	203808	"Elijah"	"Pittman"	"Elijah Pittman"	"Pittman, Elijah"	"E. Pittman"	"1991-07-23T00:00:00"	"Marshall"	""	"Marshall"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"elijah_pittman"	NA	NA	"Y"
"5227"	0	203810	"Casper"	"Ware"	"Casper Ware"	"Ware, Casper"	"C. Ware"	"1990-01-17T00:00:00"	"Long Beach State"	"USA"	"Long Beach State/USA"	"5-10"	175	0	"17"	"Guard"	"Active"	1610612755	"76ers"	"PHI"	"sixers"	"Philadelphia"	"casper_ware"	2013	2013	"N"
"5228"	0	203812	"Jake"	"O'Brien"	"Jake O'Brien"	"O'Brien, Jake"	"J. O'Brien"	"1989-06-03T00:00:00"	"Temple"	""	"Temple"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"jake_obrien"	NA	NA	"Y"
"5229"	0	203816	"Scotty"	"Hopson"	"Scotty Hopson"	"Hopson, Scotty"	"S. Hopson"	"1989-08-08T00:00:00"	"Tennessee"	"USA"	"Tennessee/USA"	"6-7"	204	0	"24"	"Guard"	"Active"	1610612739	"Cavaliers"	"CLE"	"cavaliers"	"Cleveland"	"scotty_hopson"	2013	2013	"Y"
"5230"	0	203818	"Julian"	"Mavunga"	"Julian Mavunga"	"Mavunga, Julian"	"J. Mavunga"	"1990-01-24T00:00:00"	"Miami, Ohio"	""	"Miami, Ohio"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"tmp_julian_mavunga"	NA	NA	"Y"
"5231"	0	203819	"Karron"	"Johnson"	"Karron Johnson"	"Johnson, Karron"	"K. Johnson"	"1989-11-14T00:00:00"	"Shaw"	""	"Shaw"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"karron_johnson"	NA	NA	"Y"
"5232"	0	203893	"Russ"	"Smith"	"Russ Smith"	"Smith, Russ"	"R. Smith"	"1991-04-19T00:00:00"	"Louisville"	"USA"	"Louisville/USA"	"6-0"	165	0	"2"	"Guard"	"Active"	1610612763	"Grizzlies"	"MEM"	"grizzlies"	"Memphis"	"russ_smith"	2014	2014	"Y"
"5233"	0	203894	"Shabazz"	"Napier"	"Shabazz Napier"	"Napier, Shabazz"	"S. Napier"	"1991-07-14T00:00:00"	"Connecticut"	"USA"	"Connecticut/USA"	"6-1"	175	0	"13"	"Guard"	"Active"	1610612748	"Heat"	"MIA"	"heat"	"Miami"	"shabazz_napier"	2014	2014	"Y"
"5234"	0	203897	"Zach"	"LaVine"	"Zach LaVine"	"LaVine, Zach"	"Z. LaVine"	"1995-03-10T00:00:00"	"UCLA"	"USA"	"UCLA/USA"	"6-5"	183	0	"8"	"Guard"	"Active"	1610612750	"Timberwolves"	"MIN"	"timberwolves"	"Minnesota"	"zach_lavine"	2014	2014	"N"
"5235"	0	203898	"Tyler"	"Ennis"	"Tyler Ennis"	"Ennis, Tyler"	"T. Ennis"	"1994-08-24T00:00:00"	"Syracuse"	"Canada"	"Syracuse/Canada"	"6-3"	175	0	"11"	"Guard"	"Active"	1610612749	"Bucks"	"MIL"	"bucks"	"Milwaukee"	"tyler_ennis"	2014	2014	"Y"
"5236"	0	203900	"Markel"	"Brown"	"Markel Brown"	"Brown, Markel"	"M. Brown"	"1992-01-29T00:00:00"	"Oklahoma State"	"USA"	"Oklahoma State/USA"	"6-3"	190	0	"22"	"Guard"	"Active"	1610612751	"Nets"	"BKN"	"nets"	"Brooklyn"	"markel_brown"	2014	2014	"Y"
"5237"	0	203901	"Elfrid"	"Payton"	"Elfrid Payton"	"Payton, Elfrid"	"E. Payton"	"1994-02-22T00:00:00"	"Louisiana-Lafayette"	"USA"	"Louisiana-Lafayette/USA"	"6-4"	185	0	"4"	"Guard"	"Active"	1610612753	"Magic"	"ORL"	"magic"	"Orlando"	"elfrid_payton"	2014	2014	"N"
"5238"	0	203902	"Semaj"	"Christon"	"Semaj Christon"	"Christon, Semaj"	"S. Christon"	"1992-11-01T00:00:00"	"Xavier (Ohio)"	""	"Xavier (Ohio)/USA"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"semaj_christon"	NA	NA	"Y"
"5239"	0	203903	"Jordan"	"Clarkson"	"Jordan Clarkson"	"Clarkson, Jordan"	"J. Clarkson"	"1992-06-07T00:00:00"	"Missouri"	"USA"	"Missouri/USA"	"6-5"	185	0	"6"	"Guard"	"Active"	1610612747	"Lakers"	"LAL"	"lakers"	"Los Angeles"	"jordan_clarkson"	2014	2014	"Y"
"5240"	0	203904	"Xavier"	"Thames"	"Xavier Thames"	"Thames, Xavier"	"X. Thames"	"1991-01-09T00:00:00"	"San Diego State"	""	"San Diego State/USA"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"xavier_thames"	NA	NA	"Y"
"5241"	0	203905	"Aaron"	"Craft"	"Aaron Craft"	"Craft, Aaron"	"A. Craft"	"1991-02-12T00:00:00"	"Ohio State"	"USA"	"Ohio State/USA"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"aaron_craft"	NA	NA	"Y"
"5242"	0	203906	"Devyn"	"Marble"	"Devyn Marble"	"Marble, Devyn"	"D. Marble"	"1992-09-21T00:00:00"	"Iowa"	"USA"	"Iowa/USA"	"6-6"	200	0	"11"	"Forward"	"Active"	1610612753	"Magic"	"ORL"	"magic"	"Orlando"	"devyn_marble"	2014	2014	"Y"
"5243"	0	203909	"KJ"	"McDaniels"	"KJ McDaniels"	"McDaniels, KJ"	"K. McDaniels"	"1993-02-09T00:00:00"	"Clemson"	"USA"	"Clemson/USA"	"6-6"	205	0	"32"	"Guard-Forward"	"Active"	1610612745	"Rockets"	"HOU"	"rockets"	"Houston"	"kj_mcdaniels"	2014	2014	"N"
"5244"	0	203910	"Nick"	"Johnson"	"Nick Johnson"	"Johnson, Nick"	"N. Johnson"	"1992-12-22T00:00:00"	"Arizona"	"USA"	"Arizona/USA"	"6-3"	202	0	"3"	"Guard"	"Active"	1610612745	"Rockets"	"HOU"	"rockets"	"Houston"	"nick_johnson"	2014	2014	"Y"
"5245"	0	203912	"CJ"	"Wilcox"	"CJ Wilcox"	"Wilcox, CJ"	"C. Wilcox"	"1990-12-30T00:00:00"	"Washington"	"USA"	"Washington/USA"	"6-5"	195	0	"30"	"Guard"	"Active"	1610612746	"Clippers"	"LAC"	"clippers"	"Los Angeles"	"cj_wilcox"	2014	2014	"Y"
"5246"	0	203913	"Jabari"	"Brown"	"Jabari Brown"	"Brown, Jabari"	"J. Brown"	"1992-12-18T00:00:00"	"Missouri"	"USA"	"Missouri/USA"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"jabari_brown"	NA	NA	"Y"
"5247"	0	203914	"Gary"	"Harris"	"Gary Harris"	"Harris, Gary"	"G. Harris"	"1994-09-14T00:00:00"	"Michigan State"	"USA"	"Michigan State/USA"	"6-4"	210	0	"14"	"Guard"	"Active"	1610612743	"Nuggets"	"DEN"	"nuggets"	"Denver"	"gary_harris"	2014	2014	"N"
"5248"	0	203915	"Spencer"	"Dinwiddie"	"Spencer Dinwiddie"	"Dinwiddie, Spencer"	"S. Dinwiddie"	"1993-04-06T00:00:00"	"Colorado"	"USA"	"Colorado/USA"	"6-6"	200	0	"8"	"Guard"	"Active"	1610612765	"Pistons"	"DET"	"pistons"	"Detroit"	"spencer_dinwiddie"	2014	2014	"Y"
"5249"	0	203917	"Nik"	"Stauskas"	"Nik Stauskas"	"Stauskas, Nik"	"N. Stauskas"	"1993-10-07T00:00:00"	"Michigan"	"Canada"	"Michigan/Canada"	"6-6"	205	0	"10"	"Guard"	"Active"	1610612758	"Kings"	"SAC"	"kings"	"Sacramento"	"nik_stauskas"	2014	2014	"N"
"5250"	0	203918	"Rodney"	"Hood"	"Rodney Hood"	"Hood, Rodney"	"R. Hood"	"1992-10-20T00:00:00"	"Duke"	"USA"	"Duke/USA"	"6-8"	215	0	"5"	"Guard-Forward"	"Active"	1610612762	"Jazz"	"UTA"	"jazz"	"Utah"	"rodney_hood"	2014	2014	"N"
"5251"	0	203919	"Jordan"	"Adams"	"Jordan Adams"	"Adams, Jordan"	"J. Adams"	"1994-07-08T00:00:00"	"UCLA"	"USA"	"UCLA/USA"	"6-5"	209	0	"3"	"Guard"	"Active"	1610612763	"Grizzlies"	"MEM"	"grizzlies"	"Memphis"	"jordan_adams"	2014	2014	"Y"
"5252"	0	203920	"Khem"	"Birch"	"Khem Birch"	"Birch, Khem"	"K. Birch"	"1992-09-28T00:00:00"	"Nevada-Las Vegas"	"Canada"	"Nevada-Las Vegas/Canada"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"khem_birch"	NA	NA	"Y"
"5253"	0	203921	"Cleanthony"	"Early"	"Cleanthony Early"	"Early, Cleanthony"	"C. Early"	"1991-04-17T00:00:00"	"Wichita State"	"USA"	"Wichita State/USA"	"6-8"	220	0	"17"	"Forward"	"Active"	1610612752	"Knicks"	"NYK"	"knicks"	"New York"	"cleanthony_early"	2014	2014	"Y"
"5254"	0	203922	"Glenn"	"Robinson"	"Glenn Robinson"	"Robinson, Glenn"	"G. Robinson"	"1994-01-08T00:00:00"	"Michigan"	"USA"	"Michigan/USA"	"6-7"	222	0	"1"	"Guard-Forward"	"Active"	1610612750	"Timberwolves"	"MIN"	"timberwolves"	"Minnesota"	"glenn_robinson_iii"	2014	2014	"N"
"5255"	0	203923	"James"	"Young"	"James Young"	"Young, James"	"J. Young"	"1995-08-16T00:00:00"	"Kentucky"	"USA"	"Kentucky/USA"	"6-6"	215	0	"13"	"Guard-Forward"	"Active"	1610612738	"Celtics"	"BOS"	"celtics"	"Boston"	"james_young"	2014	2014	"Y"
"5256"	0	203924	"Jerami"	"Grant"	"Jerami Grant"	"Grant, Jerami"	"J. Grant"	"1994-03-12T00:00:00"	"Syracuse"	"USA"	"Syracuse/USA"	"6-8"	210	0	"39"	"Forward"	"Active"	1610612755	"76ers"	"PHI"	"sixers"	"Philadelphia"	"jerami_grant"	2014	2014	"N"
"5257"	0	203925	"Joe"	"Harris"	"Joe Harris"	"Harris, Joe"	"J. Harris"	"1991-09-07T00:00:00"	"Virginia"	"USA"	"Virginia/USA"	"6-6"	225	0	"12"	"Guard"	"Active"	1610612739	"Cavaliers"	"CLE"	"cavaliers"	"Cleveland"	"joe_harris"	2014	2014	"Y"
"5258"	0	203926	"Doug"	"McDermott"	"Doug McDermott"	"McDermott, Doug"	"D. McDermott"	"1992-01-03T00:00:00"	"Creighton"	"USA"	"Creighton/USA"	"6-8"	225	0	"3"	"Forward"	"Active"	1610612741	"Bulls"	"CHI"	"bulls"	"Chicago"	"doug_mcdermott"	2014	2014	"N"
"5259"	0	203927	"CJ"	"Fair"	"CJ Fair"	"Fair, CJ"	"C. Fair"	"1991-09-13T00:00:00"	"Syracuse"	"USA"	"Syracuse/USA"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"cj_fair"	NA	NA	"Y"
"5260"	0	203928	"Cory"	"Jefferson"	"Cory Jefferson"	"Jefferson, Cory"	"C. Jefferson"	"1990-12-26T00:00:00"	"Baylor"	"USA"	"Baylor/USA"	"6-9"	218	0	"21"	"Forward"	"Active"	1610612751	"Nets"	"BKN"	"nets"	"Brooklyn"	"cory_jefferson"	2014	2014	"Y"
"5261"	0	203930	"Sean"	"Kilpatrick"	"Sean Kilpatrick"	"Kilpatrick, Sean"	"S. Kilpatrick"	"1990-01-06T00:00:00"	"Cincinnati"	""	"Cincinnati/USA"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"sean_kilpatrick"	NA	NA	"Y"
"5262"	0	203932	"Aaron"	"Gordon"	"Aaron Gordon"	"Gordon, Aaron"	"A. Gordon"	"1995-09-16T00:00:00"	"Arizona"	"USA"	"Arizona/USA"	"6-9"	220	0	"0"	"Forward"	"Active"	1610612753	"Magic"	"ORL"	"magic"	"Orlando"	"aaron_gordon"	2014	2014	"N"
"5263"	0	203933	"TJ"	"Warren"	"TJ Warren"	"Warren, TJ"	"T. Warren"	"1993-09-05T00:00:00"	"North Carolina State"	"USA"	"North Carolina State/USA"	"6-8"	215	0	"12"	"Forward"	"Active"	1610612756	"Suns"	"PHX"	"suns"	"Phoenix"	"tj_warren"	2014	2014	"Y"
"5264"	0	203935	"Marcus"	"Smart"	"Marcus Smart"	"Smart, Marcus"	"M. Smart"	"1994-03-06T00:00:00"	"Oklahoma State"	"USA"	"Oklahoma State/USA"	"6-4"	220	0	"36"	"Guard"	"Active"	1610612738	"Celtics"	"BOS"	"celtics"	"Boston"	"marcus_smart"	2014	2014	"Y"
"5265"	0	203937	"Kyle"	"Anderson"	"Kyle Anderson"	"Anderson, Kyle"	"K. Anderson"	"1993-09-20T00:00:00"	"UCLA"	"USA"	"UCLA/USA"	"6-9"	230	0	"1"	"Forward"	"Active"	1610612759	"Spurs"	"SAS"	"spurs"	"San Antonio"	"kyle_anderson"	2014	2014	"Y"
"5266"	0	203938	"Alec"	"Brown"	"Alec Brown"	"Brown, Alec"	"A. Brown"	"1992-07-23T00:00:00"	"Wis.-Green Bay"	""	"Wis.-Green Bay/USA"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"alec_brown"	NA	NA	"Y"
"5267"	0	203939	"Dwight"	"Powell"	"Dwight Powell"	"Powell, Dwight"	"D. Powell"	"1991-07-20T00:00:00"	"Stanford"	"Canada"	"Stanford/Canada"	"6-11"	240	0	"8"	"Forward"	"Active"	1610612742	"Mavericks"	"DAL"	"mavericks"	"Dallas"	"dwight_powell"	2014	2014	"Y"
"5268"	0	203940	"Adreian"	"Payne"	"Adreian Payne"	"Payne, Adreian"	"A. Payne"	"1991-02-19T00:00:00"	"Michigan State"	"USA"	"Michigan State/USA"	"6-10"	245	0	"3"	"Forward-Center"	"Active"	1610612750	"Timberwolves"	"MIN"	"timberwolves"	"Minnesota"	"adreian_payne"	2014	2014	"N"
"5269"	0	203942	"Patric"	"Young"	"Patric Young"	"Young, Patric"	"P. Young"	"1992-02-01T00:00:00"	"Florida"	"USA"	"Florida/USA"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"patric_young"	NA	NA	"N"
"5270"	0	203943	"Noah"	"Vonleh"	"Noah Vonleh"	"Vonleh, Noah"	"N. Vonleh"	"1995-08-24T00:00:00"	"Indiana"	"USA"	"Indiana/USA"	"6-10"	240	0	"11"	"Forward"	"Active"	1610612766	"Hornets"	"CHA"	"hornets"	"Charlotte"	"noah_vonleh"	2014	2014	"Y"
"5271"	0	203944	"Julius"	"Randle"	"Julius Randle"	"Randle, Julius"	"J. Randle"	"1994-11-29T00:00:00"	"Kentucky"	"USA"	"Kentucky/USA"	"6-9"	250	0	"30"	"Forward"	"Active"	1610612747	"Lakers"	"LAL"	"lakers"	"Los Angeles"	"julius_randle"	2014	2014	"N"
"5272"	0	203945	"Alex"	"Kirk"	"Alex Kirk"	"Kirk, Alex"	"A. Kirk"	"1991-11-14T00:00:00"	"New Mexico"	"USA"	"New Mexico/USA"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"alex_kirk"	2014	2014	"Y"
"5273"	0	203946	"Cameron"	"Bairstow"	"Cameron Bairstow"	"Bairstow, Cameron"	"C. Bairstow"	"1990-12-07T00:00:00"	"New Mexico"	"Australia"	"New Mexico/Australia"	"6-9"	250	0	"41"	"Forward-Center"	"Active"	1610612741	"Bulls"	"CHI"	"bulls"	"Chicago"	"cameron_bairstow"	2014	2014	"N"
"5274"	0	203947	"Jordan"	"Bachynski"	"Jordan Bachynski"	"Bachynski, Jordan"	"J. Bachynski"	"1989-09-06T00:00:00"	"Arizona State"	""	"Arizona State"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"jordan_bachynski"	NA	NA	"Y"
"5275"	0	203948	"Johnny"	"O'Bryant"	"Johnny O'Bryant"	"O'Bryant, Johnny"	"J. O'Bryant"	"1993-06-01T00:00:00"	"Louisiana State"	"USA"	"Louisiana State/USA"	"6-9"	265	0	"3"	"Forward"	"Active"	1610612749	"Bucks"	"MIL"	"bucks"	"Milwaukee"	"johnny_obryant"	2014	2014	"N"
"5276"	0	203949	"James Michael"	"McAdoo"	"James Michael McAdoo"	"McAdoo, James Michael"	"J. McAdoo"	"1993-01-04T00:00:00"	"North Carolina"	"USA"	"North Carolina/USA"	"6-9"	230	0	"20"	"Forward"	"Active"	1610612744	"Warriors"	"GSW"	"warriors"	"Golden State"	"james_michael_mcadoo"	2014	2014	"Y"
"5277"	0	203950	"Jarnell"	"Stokes"	"Jarnell Stokes"	"Stokes, Jarnell"	"J. Stokes"	"1994-01-07T00:00:00"	"Tennessee"	"USA"	"Tennessee/USA"	"6-9"	263	0	"1"	"Forward-Center"	"Active"	1610612763	"Grizzlies"	"MEM"	"grizzlies"	"Memphis"	"jarnell_stokes"	2014	2014	"Y"
"5278"	0	203951	"Keith"	"Appling"	"Keith Appling"	"Appling, Keith"	"K. Appling"	"1992-02-13T00:00:00"	"Michigan State"	"USA"	"Michigan State/USA"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"keith_appling"	NA	NA	"Y"
"5279"	0	203952	"Andrew"	"Wiggins"	"Andrew Wiggins"	"Wiggins, Andrew"	"A. Wiggins"	"1995-02-23T00:00:00"	"Kansas"	"Canada"	"Kansas/Canada"	"6-8"	199	0	"22"	"Forward-Guard"	"Active"	1610612750	"Timberwolves"	"MIN"	"timberwolves"	"Minnesota"	"andrew_wiggins"	2014	2014	"N"
"5280"	0	203953	"Jabari"	"Parker"	"Jabari Parker"	"Parker, Jabari"	"J. Parker"	"1995-03-15T00:00:00"	"Duke"	"USA"	"Duke/USA"	"6-8"	240	0	"12"	"Forward"	"Active"	1610612749	"Bucks"	"MIL"	"bucks"	"Milwaukee"	"jabari_parker"	2014	2014	"N"
"5281"	0	203954	"Joel"	"Embiid"	"Joel Embiid"	"Embiid, Joel"	"J. Embiid"	"1994-03-16T00:00:00"	"Kansas"	"Cameroon"	"Kansas/Cameroon"	"7-0"	250	0	"21"	"Center"	"Active"	1610612755	"76ers"	"PHI"	"sixers"	"Philadelphia"	"joel_embiid"	2014	2014	"N"
"5282"	0	203955	"Bryce"	"Cotton"	"Bryce Cotton"	"Cotton, Bryce"	"B. Cotton"	"1992-08-11T00:00:00"	"Providence"	"USA"	"Providence/USA"	"6-1"	165	0	"8"	"Guard"	"Active"	1610612762	"Jazz"	"UTA"	"jazz"	"Utah"	"bryce_cotton"	2014	2014	"Y"
"5283"	0	203956	"Mitch"	"McGary"	"Mitch McGary"	"McGary, Mitch"	"M. McGary"	"1992-06-06T00:00:00"	"Michigan"	"USA"	"Michigan/USA"	"6-10"	255	0	"33"	"Forward"	"Active"	1610612760	"Thunder"	"OKC"	"thunder"	"Oklahoma City"	"mitch_mcgary"	2014	2014	"Y"
"5284"	0	203957	"Dante"	"Exum"	"Dante Exum"	"Exum, Dante"	"D. Exum"	"1995-07-13T00:00:00"	""	"Australia"	"Australia"	"6-6"	190	0	"11"	"Guard"	"Active"	1610612762	"Jazz"	"UTA"	"jazz"	"Utah"	"dante_exum"	2014	2014	"N"
"5285"	0	203958	"Andre"	"Dawkins"	"Andre Dawkins"	"Dawkins, Andre"	"A. Dawkins"	"1991-09-19T00:00:00"	"Duke"	"USA"	"Duke/USA"	""	NA	0	NA	""	"Inactive"	0	""	""	""	""	"andre_dawkins"	2014	2014	"Y"
"5286"	0	203960	"JaKarr"	"Sampson"	"JaKarr Sampson"	"Sampson, JaKarr"	"J. Sampson"	"1993-03-20T00:00:00"	"St. John's (N.Y.)"	"USA"	"St. John's (N.Y.)/USA"	"6-9"	214	0	"9"	"Guard-Forward"	"Active"	1610612755	"76ers"	"PHI"	"sixers"	"Philadelphia"	"jakarr_sampson"	2014	2014	"Y"
"5287"	0	203961	"Eric"	"Moreland"	"Eric Moreland"	"Moreland, Eric"	"E. Moreland"	"1991-12-24T00:00:00"	"Oregon State"	"USA"	"Oregon State/USA"	"6-10"	218	0	"25"	"Forward"	"Active"	1610612758	"Kings"	"SAC"	"kings"	"Sacramento"	"eric_moreland"	2014	2014	"Y"
